age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribe
37,management,divorced,tertiary,no,,yes,no,unknown,5.0,jun,227.0,1.0,,0,unknown,0
54,housemaid,divorced,secondary,no,1327.0,no,no,unknown,5.0,jun,,2.0,-1.0,0,unknown,0
58,admin.,married,unknown,no,4318.0,no,no,unknown,5.0,jun,307.0,2.0,-1.0,0,unknown,0
46,blue-collar,married,primary,no,5164.0,yes,no,unknown,5.0,jun,267.0,,-1.0,0,unknown,0
49,management,married,tertiary,no,414.0,yes,no,unknown,,jun,155.0,,-1.0,0,unknown,0
41,admin.,married,secondary,no,,yes,no,unknown,,jun,245.0,,-1.0,0,unknown,0
48,admin.,married,secondary,no,476.0,no,no,unknown,5.0,jun,489.0,3.0,-1.0,0,unknown,0
47,blue-collar,married,secondary,no,1996.0,no,no,unknown,5.0,jun,761.0,2.0,-1.0,0,unknown,1
56,housemaid,divorced,primary,yes,1238.0,no,no,unknown,5.0,jun,1558.0,,-1.0,0,unknown,1
41,housemaid,married,secondary,no,879.0,no,no,unknown,5.0,jun,1053.0,,-1.0,0,unknown,1
37,blue-collar,married,secondary,no,196.0,yes,no,unknown,5.0,jun,66.0,3.0,-1.0,0,unknown,0
29,blue-collar,married,secondary,no,185.0,yes,yes,unknown,5.0,jun,471.0,3.0,-1.0,0,unknown,0
29,self-employed,married,secondary,no,425.0,yes,no,unknown,5.0,jun,562.0,,-1.0,0,unknown,1
48,management,married,primary,no,0.0,yes,no,unknown,5.0,jun,107.0,,-1.0,0,unknown,0
30,entrepreneur,single,tertiary,no,734.0,yes,no,unknown,5.0,jun,113.0,3.0,,0,unknown,0
37,technician,single,secondary,no,255.0,no,no,unknown,5.0,jun,447.0,2.0,-1.0,0,unknown,0
38,admin.,married,secondary,no,4458.0,yes,no,unknown,5.0,jun,215.0,,-1.0,0,unknown,0
60,blue-collar,married,secondary,no,71.0,no,no,unknown,5.0,jun,185.0,,-1.0,0,unknown,0
37,entrepreneur,married,secondary,no,351.0,yes,no,unknown,5.0,jun,169.0,3.0,-1.0,0,unknown,0
39,services,married,secondary,no,0.0,yes,no,unknown,5.0,jun,620.0,2.0,-1.0,0,unknown,0
55,management,single,tertiary,no,7025.0,no,no,,5.0,jun,139.0,,,0,unknown,0
40,blue-collar,married,primary,no,743.0,no,no,,5.0,jun,18.0,2.0,-1.0,0,,0
51,unemployed,married,primary,no,0.0,no,no,unknown,5.0,jun,23.0,,-1.0,0,unknown,0
33,housemaid,divorced,secondary,no,-18.0,yes,no,unknown,5.0,jun,27.0,,-1.0,0,unknown,0
55,blue-collar,married,secondary,no,660.0,no,no,unknown,5.0,jun,348.0,1.0,-1.0,0,,0
26,technician,married,secondary,no,-293.0,yes,yes,unknown,5.0,jun,64.0,2.0,-1.0,0,unknown,0
38,self-employed,married,unknown,no,10855.0,no,no,unknown,5.0,jun,57.0,2.0,-1.0,0,unknown,0
38,blue-collar,married,secondary,no,0.0,no,no,unknown,5.0,jun,71.0,1.0,-1.0,0,unknown,0
36,blue-collar,married,primary,no,130.0,yes,no,unknown,5.0,jun,96.0,2.0,,0,unknown,0
43,services,single,secondary,no,848.0,no,no,,5.0,jun,168.0,,-1.0,0,unknown,0
36,unknown,single,unknown,no,,no,no,unknown,5.0,jun,346.0,3.0,-1.0,0,unknown,0
48,technician,married,unknown,no,460.0,no,no,unknown,5.0,jun,99.0,,-1.0,0,unknown,0
38,services,single,tertiary,no,1222.0,yes,no,unknown,5.0,jun,237.0,,-1.0,0,unknown,0
44,services,divorced,secondary,no,-389.0,yes,yes,unknown,5.0,jun,52.0,1.0,-1.0,0,unknown,0
37,blue-collar,single,primary,no,0.0,yes,no,unknown,5.0,jun,309.0,2.0,-1.0,0,unknown,0
58,blue-collar,married,secondary,no,,no,no,unknown,5.0,jun,267.0,,-1.0,0,unknown,0
38,services,married,secondary,no,2600.0,no,no,unknown,5.0,jun,27.0,,-1.0,0,unknown,0
37,blue-collar,married,unknown,no,1795.0,yes,no,unknown,5.0,jun,511.0,1.0,-1.0,0,unknown,0
45,blue-collar,single,secondary,no,143.0,no,no,unknown,5.0,jun,201.0,1.0,-1.0,0,unknown,0
46,technician,married,secondary,no,792.0,no,no,,5.0,jun,170.0,2.0,-1.0,0,unknown,0
29,services,married,primary,no,549.0,yes,no,unknown,5.0,jun,61.0,2.0,-1.0,0,unknown,0
39,admin.,married,secondary,no,15.0,no,no,unknown,5.0,jun,256.0,2.0,-1.0,0,unknown,0
41,admin.,married,secondary,no,21515.0,yes,no,,5.0,jun,87.0,1.0,-1.0,0,unknown,0
44,management,married,tertiary,no,588.0,yes,no,unknown,5.0,jun,,,-1.0,0,unknown,0
48,services,single,secondary,no,,no,no,unknown,5.0,jun,,2.0,-1.0,0,unknown,0
39,unknown,single,secondary,no,914.0,no,no,unknown,5.0,jun,20.0,1.0,-1.0,0,unknown,0
48,admin.,married,secondary,no,1099.0,no,yes,unknown,5.0,jun,340.0,,-1.0,0,unknown,0
36,admin.,single,unknown,no,1815.0,no,no,,5.0,jun,387.0,1.0,,0,unknown,0
44,technician,married,secondary,no,1210.0,no,no,unknown,5.0,jun,690.0,2.0,-1.0,0,unknown,0
37,admin.,married,secondary,no,637.0,no,no,,5.0,jun,1084.0,1.0,-1.0,0,unknown,0
56,retired,married,primary,no,855.0,no,no,unknown,5.0,jun,140.0,2.0,,0,unknown,0
39,services,single,secondary,no,117.0,yes,no,unknown,5.0,jun,190.0,,-1.0,0,unknown,0
50,technician,divorced,tertiary,no,,no,no,,5.0,jun,400.0,2.0,-1.0,0,unknown,0
41,blue-collar,married,secondary,no,1459.0,no,no,unknown,5.0,jun,82.0,1.0,-1.0,0,,0
48,entrepreneur,divorced,tertiary,no,275.0,no,yes,unknown,5.0,jun,34.0,1.0,,0,unknown,0
59,housemaid,married,primary,no,500.0,no,no,unknown,5.0,jun,94.0,1.0,-1.0,0,unknown,0
50,entrepreneur,single,primary,no,1659.0,no,no,unknown,5.0,jun,221.0,2.0,-1.0,0,unknown,0
36,self-employed,married,secondary,no,,yes,no,unknown,5.0,jun,563.0,1.0,-1.0,0,unknown,0
40,services,single,secondary,no,1038.0,no,no,unknown,5.0,jun,741.0,1.0,-1.0,0,unknown,0
55,admin.,single,secondary,no,533.0,no,no,unknown,5.0,jun,40.0,,-1.0,0,unknown,0
52,management,married,primary,no,0.0,no,no,unknown,5.0,jun,,,,0,unknown,0
40,management,single,secondary,no,269.0,no,no,unknown,5.0,jun,128.0,1.0,-1.0,0,unknown,0
50,housemaid,married,secondary,no,34.0,yes,no,unknown,5.0,jun,163.0,1.0,-1.0,0,unknown,0
59,management,married,primary,no,,yes,no,unknown,5.0,jun,21.0,10.0,-1.0,0,unknown,0
52,management,married,tertiary,no,1111.0,no,no,unknown,5.0,jun,,1.0,-1.0,0,unknown,0
40,unemployed,married,secondary,no,1779.0,yes,no,unknown,5.0,jun,59.0,7.0,-1.0,0,unknown,0
55,retired,married,tertiary,no,2996.0,no,no,unknown,5.0,jun,49.0,1.0,-1.0,0,unknown,0
53,retired,married,secondary,no,1554.0,no,no,unknown,5.0,jun,138.0,,,0,unknown,0
40,self-employed,married,tertiary,no,1750.0,no,no,unknown,5.0,jun,197.0,1.0,-1.0,0,unknown,0
35,self-employed,married,secondary,no,188.0,yes,yes,unknown,5.0,jun,1865.0,2.0,-1.0,0,unknown,1
24,admin.,married,secondary,no,541.0,yes,no,unknown,5.0,jun,622.0,4.0,,0,unknown,0
53,management,married,tertiary,no,652.0,no,no,unknown,5.0,jun,,1.0,,0,unknown,0
52,services,married,secondary,no,91.0,yes,no,unknown,5.0,jun,175.0,4.0,-1.0,0,unknown,0
38,admin.,single,secondary,no,3239.0,no,no,unknown,5.0,jun,817.0,2.0,-1.0,0,unknown,1
44,technician,married,secondary,no,,no,no,unknown,5.0,jun,179.0,1.0,-1.0,0,unknown,0
39,blue-collar,divorced,primary,yes,-294.0,yes,no,unknown,5.0,jun,181.0,,-1.0,0,unknown,0
45,retired,divorced,secondary,no,229.0,no,no,,5.0,jun,181.0,2.0,-1.0,0,unknown,0
32,blue-collar,married,secondary,no,95.0,yes,no,unknown,5.0,jun,77.0,2.0,-1.0,0,unknown,0
48,management,married,tertiary,no,1733.0,no,no,unknown,5.0,jun,318.0,3.0,-1.0,0,unknown,0
37,unknown,married,primary,no,808.0,no,no,unknown,5.0,jun,228.0,2.0,-1.0,0,unknown,0
59,management,married,primary,no,2269.0,no,yes,unknown,5.0,jun,158.0,,-1.0,0,unknown,0
35,admin.,married,secondary,no,214.0,yes,yes,unknown,5.0,jun,247.0,1.0,,0,unknown,0
37,blue-collar,married,secondary,no,0.0,no,yes,unknown,5.0,jun,1302.0,13.0,-1.0,0,unknown,0
41,technician,married,tertiary,no,13.0,no,no,unknown,5.0,jun,189.0,2.0,-1.0,0,unknown,0
45,services,married,secondary,no,1550.0,yes,no,unknown,,jun,127.0,6.0,-1.0,0,unknown,0
43,management,divorced,secondary,no,130.0,yes,no,,5.0,jun,63.0,3.0,-1.0,0,unknown,0
42,management,married,tertiary,no,477.0,yes,no,unknown,,jun,517.0,3.0,-1.0,0,unknown,0
59,blue-collar,married,primary,no,8562.0,no,no,unknown,5.0,jun,86.0,,-1.0,0,unknown,0
58,retired,married,secondary,no,150.0,yes,no,unknown,,jun,420.0,4.0,-1.0,0,unknown,0
41,self-employed,married,secondary,no,20.0,no,no,unknown,5.0,jun,333.0,1.0,-1.0,0,unknown,0
38,technician,single,tertiary,no,-572.0,yes,yes,,5.0,jun,26.0,24.0,-1.0,0,unknown,0
38,admin.,married,secondary,no,884.0,yes,no,unknown,5.0,jun,57.0,2.0,-1.0,0,unknown,0
57,self-employed,single,secondary,no,3277.0,no,no,unknown,5.0,jun,127.0,4.0,-1.0,0,unknown,0
40,services,married,secondary,no,429.0,no,no,unknown,5.0,jun,272.0,2.0,-1.0,0,unknown,0
44,unemployed,married,primary,no,97.0,yes,no,unknown,5.0,jun,105.0,,-1.0,0,unknown,0
33,management,married,tertiary,no,113.0,yes,no,unknown,5.0,jun,101.0,11.0,-1.0,0,unknown,0
36,blue-collar,divorced,secondary,no,-11.0,no,no,unknown,5.0,jun,152.0,2.0,-1.0,0,unknown,0
39,blue-collar,single,unknown,no,3583.0,no,no,unknown,5.0,jun,97.0,2.0,-1.0,0,unknown,0
55,unemployed,married,tertiary,no,457.0,yes,no,unknown,5.0,jun,61.0,3.0,-1.0,0,unknown,0
53,unknown,married,unknown,no,,no,no,unknown,5.0,jun,92.0,2.0,-1.0,0,,0
45,blue-collar,married,secondary,no,146.0,yes,yes,unknown,5.0,jun,22.0,15.0,-1.0,0,unknown,0
50,technician,married,secondary,no,416.0,yes,no,unknown,5.0,jun,494.0,5.0,-1.0,0,unknown,1
39,blue-collar,single,primary,no,323.0,yes,no,unknown,5.0,jun,138.0,,-1.0,0,unknown,0
39,blue-collar,married,primary,no,12848.0,yes,no,unknown,5.0,jun,337.0,2.0,-1.0,0,unknown,0
49,technician,married,secondary,no,550.0,yes,no,unknown,5.0,jun,,,-1.0,0,unknown,0
30,technician,married,secondary,yes,-1019.0,yes,no,unknown,5.0,jun,955.0,,-1.0,0,unknown,0
45,blue-collar,divorced,primary,no,844.0,no,no,unknown,5.0,jun,,3.0,-1.0,0,unknown,1
38,blue-collar,single,secondary,no,68.0,no,no,,5.0,jun,90.0,2.0,-1.0,0,unknown,0
42,blue-collar,married,secondary,no,698.0,no,no,unknown,5.0,jun,729.0,2.0,-1.0,0,unknown,0
36,admin.,single,secondary,no,-17.0,yes,no,unknown,5.0,jun,159.0,2.0,,0,unknown,0
30,services,married,secondary,no,311.0,yes,yes,unknown,5.0,jun,,4.0,-1.0,0,unknown,0
53,entrepreneur,married,primary,no,943.0,yes,yes,unknown,5.0,jun,314.0,2.0,-1.0,0,unknown,0
36,management,married,tertiary,no,1357.0,yes,no,,5.0,jun,74.0,5.0,-1.0,0,unknown,0
56,management,married,primary,no,0.0,no,no,unknown,5.0,jun,153.0,2.0,-1.0,0,unknown,0
44,unemployed,married,primary,no,280.0,yes,no,,5.0,jun,193.0,2.0,-1.0,0,unknown,0
58,admin.,married,secondary,no,1464.0,yes,yes,unknown,5.0,jun,53.0,,,0,unknown,0
39,technician,single,secondary,no,1820.0,no,no,unknown,5.0,jun,231.0,2.0,,0,unknown,0
55,management,married,unknown,no,0.0,no,no,,5.0,jun,353.0,,-1.0,0,unknown,0
39,blue-collar,single,primary,no,1537.0,no,yes,unknown,5.0,jun,805.0,2.0,-1.0,0,,0
49,admin.,married,secondary,no,1677.0,no,no,unknown,5.0,jun,19.0,3.0,,0,unknown,0
51,technician,married,primary,no,,yes,no,unknown,5.0,jun,131.0,3.0,,0,unknown,0
39,admin.,married,secondary,no,1595.0,yes,no,unknown,5.0,jun,102.0,2.0,,0,unknown,0
53,technician,divorced,secondary,no,,no,no,unknown,5.0,jun,150.0,,,0,unknown,0
41,management,married,tertiary,no,140.0,yes,no,unknown,5.0,jun,65.0,3.0,-1.0,0,unknown,0
35,admin.,single,secondary,no,2452.0,yes,no,unknown,5.0,jun,91.0,2.0,-1.0,0,unknown,0
37,self-employed,single,tertiary,no,281.0,yes,no,unknown,5.0,jun,869.0,2.0,-1.0,0,unknown,0
35,entrepreneur,married,secondary,no,2074.0,yes,no,unknown,5.0,jun,144.0,7.0,-1.0,0,unknown,0
38,services,married,secondary,no,5.0,no,no,unknown,5.0,jun,115.0,2.0,-1.0,0,unknown,0
41,management,married,tertiary,no,1304.0,yes,no,unknown,5.0,jun,93.0,,,0,unknown,0
35,blue-collar,married,secondary,no,,yes,no,unknown,5.0,jun,884.0,,-1.0,0,unknown,1
26,blue-collar,married,secondary,no,986.0,yes,no,unknown,5.0,jun,209.0,3.0,-1.0,0,unknown,0
41,blue-collar,married,secondary,no,0.0,no,no,unknown,5.0,jun,85.0,2.0,-1.0,0,unknown,0
58,housemaid,married,primary,no,419.0,no,yes,unknown,5.0,jun,295.0,3.0,-1.0,0,unknown,0
58,blue-collar,married,secondary,no,266.0,yes,no,unknown,5.0,jun,319.0,6.0,,0,unknown,0
42,technician,married,tertiary,no,1189.0,no,no,,5.0,jun,323.0,3.0,-1.0,0,unknown,0
40,unemployed,married,secondary,no,3924.0,no,no,unknown,5.0,jun,648.0,2.0,-1.0,0,unknown,0
52,self-employed,single,tertiary,no,1623.0,yes,no,unknown,5.0,jun,21.0,,-1.0,0,unknown,0
51,services,married,unknown,no,518.0,no,no,unknown,5.0,jun,312.0,3.0,-1.0,0,unknown,0
57,retired,married,primary,no,3594.0,no,no,unknown,5.0,jun,162.0,2.0,,0,unknown,0
46,management,married,unknown,no,2296.0,no,no,,5.0,jun,67.0,2.0,-1.0,0,unknown,0
29,technician,single,secondary,no,3313.0,yes,no,unknown,5.0,jun,18.0,3.0,-1.0,0,unknown,0
40,blue-collar,married,primary,no,1613.0,yes,no,unknown,5.0,jun,541.0,3.0,-1.0,0,unknown,0
36,management,married,tertiary,no,-661.0,yes,yes,unknown,5.0,jun,221.0,3.0,-1.0,0,unknown,0
55,blue-collar,married,primary,no,2171.0,no,no,unknown,5.0,jun,138.0,2.0,-1.0,0,unknown,0
32,management,single,tertiary,no,1742.0,no,no,unknown,5.0,jun,,2.0,-1.0,0,unknown,0
58,admin.,married,primary,no,549.0,no,no,unknown,5.0,jun,82.0,2.0,-1.0,0,unknown,0
38,student,single,tertiary,no,1523.0,yes,no,unknown,5.0,jun,17.0,,-1.0,0,,0
46,admin.,single,secondary,no,1790.0,yes,no,unknown,5.0,jun,,,-1.0,0,unknown,0
44,technician,married,secondary,no,363.0,no,yes,unknown,5.0,jun,650.0,2.0,-1.0,0,unknown,0
26,services,single,secondary,no,512.0,yes,yes,unknown,5.0,jun,75.0,3.0,-1.0,0,unknown,0
37,management,married,tertiary,no,636.0,no,yes,,5.0,jun,338.0,,-1.0,0,unknown,0
57,technician,married,primary,no,0.0,no,no,unknown,5.0,jun,58.0,8.0,-1.0,0,unknown,0
28,admin.,single,unknown,no,731.0,yes,no,unknown,5.0,jun,,13.0,-1.0,0,unknown,0
47,blue-collar,married,unknown,no,3460.0,yes,no,unknown,5.0,jun,394.0,2.0,-1.0,0,unknown,0
40,entrepreneur,married,primary,no,4674.0,no,no,unknown,5.0,jun,160.0,2.0,-1.0,0,unknown,0
35,blue-collar,married,primary,no,3279.0,no,no,unknown,5.0,jun,,2.0,-1.0,0,unknown,0
40,blue-collar,married,primary,no,12.0,yes,no,unknown,5.0,jun,54.0,,-1.0,0,unknown,0
39,admin.,single,primary,no,2805.0,no,no,unknown,5.0,jun,288.0,2.0,-1.0,0,unknown,0
24,student,single,primary,no,0.0,no,no,unknown,5.0,jun,25.0,26.0,-1.0,0,unknown,0
34,blue-collar,single,secondary,no,1848.0,yes,no,unknown,5.0,jun,131.0,10.0,-1.0,0,unknown,0
34,,single,tertiary,no,125.0,yes,yes,unknown,5.0,jun,18.0,31.0,-1.0,0,unknown,0
38,technician,married,secondary,no,635.0,no,no,,5.0,jun,31.0,5.0,,0,unknown,0
55,management,divorced,secondary,no,394.0,no,no,unknown,5.0,jun,119.0,3.0,,0,unknown,0
39,technician,single,tertiary,no,1646.0,yes,no,,5.0,jun,474.0,2.0,-1.0,0,unknown,0
44,blue-collar,married,secondary,no,249.0,yes,yes,unknown,5.0,jun,173.0,3.0,,0,unknown,0
45,self-employed,married,tertiary,no,334.0,no,no,unknown,5.0,jun,87.0,,,0,unknown,0
47,admin.,married,secondary,no,407.0,yes,no,unknown,5.0,jun,67.0,12.0,-1.0,0,unknown,0
46,blue-collar,married,primary,no,2093.0,no,no,unknown,5.0,jun,128.0,,-1.0,0,unknown,0
53,blue-collar,married,primary,no,,yes,no,unknown,5.0,jun,285.0,2.0,-1.0,0,unknown,0
51,admin.,married,secondary,no,1699.0,no,no,unknown,5.0,jun,153.0,2.0,-1.0,0,unknown,0
59,management,single,tertiary,no,911.0,no,yes,unknown,5.0,jun,172.0,2.0,-1.0,0,unknown,0
39,blue-collar,married,primary,no,3127.0,yes,yes,unknown,5.0,jun,451.0,2.0,-1.0,0,unknown,0
52,blue-collar,married,primary,no,-133.0,no,no,unknown,5.0,jun,96.0,2.0,-1.0,0,unknown,0
39,blue-collar,single,unknown,no,2841.0,yes,no,unknown,5.0,jun,1121.0,,-1.0,0,unknown,0
41,blue-collar,married,primary,no,2770.0,yes,yes,unknown,5.0,jun,191.0,2.0,-1.0,0,unknown,0
42,blue-collar,married,secondary,no,-355.0,yes,yes,unknown,5.0,jun,939.0,6.0,,0,unknown,0
42,self-employed,married,tertiary,no,21861.0,no,no,unknown,5.0,jun,486.0,2.0,-1.0,0,unknown,0
52,management,married,secondary,no,3258.0,no,no,,5.0,jun,234.0,,,0,unknown,0
47,unemployed,married,primary,no,122.0,no,yes,unknown,5.0,jun,240.0,3.0,,0,unknown,0
39,self-employed,divorced,secondary,yes,,no,yes,unknown,5.0,jun,210.0,3.0,-1.0,0,unknown,0
42,blue-collar,married,secondary,no,230.0,yes,no,unknown,5.0,jun,175.0,,,0,unknown,0
38,admin.,married,primary,no,3.0,yes,yes,unknown,5.0,jun,124.0,2.0,-1.0,0,unknown,0
39,services,single,secondary,no,609.0,no,no,unknown,5.0,jun,372.0,1.0,-1.0,0,unknown,0
35,housemaid,single,secondary,no,1015.0,yes,no,unknown,5.0,jun,406.0,2.0,-1.0,0,unknown,1
58,technician,married,primary,yes,-247.0,no,no,unknown,6.0,jun,179.0,1.0,-1.0,0,unknown,0
56,management,divorced,tertiary,no,0.0,no,no,unknown,6.0,jun,463.0,4.0,-1.0,0,,0
46,management,married,tertiary,no,625.0,yes,no,unknown,6.0,jun,127.0,1.0,,0,unknown,0
60,technician,divorced,secondary,no,0.0,no,no,unknown,6.0,jun,105.0,1.0,-1.0,0,unknown,0
39,unknown,married,secondary,no,,no,no,unknown,6.0,jun,140.0,1.0,-1.0,0,unknown,0
48,entrepreneur,single,tertiary,no,2313.0,no,no,unknown,6.0,jun,,,-1.0,0,unknown,0
39,blue-collar,married,secondary,no,599.0,yes,no,,6.0,jun,53.0,,-1.0,0,unknown,0
41,blue-collar,single,secondary,no,656.0,no,no,,6.0,jun,178.0,1.0,-1.0,0,unknown,0
36,services,married,secondary,no,,yes,no,unknown,6.0,jun,82.0,4.0,-1.0,0,unknown,0
44,management,single,secondary,no,13.0,no,no,unknown,6.0,jun,116.0,11.0,-1.0,0,unknown,0
32,services,married,secondary,no,21.0,no,no,unknown,6.0,jun,144.0,15.0,-1.0,0,unknown,0
37,services,single,secondary,no,2571.0,no,no,unknown,6.0,jun,40.0,2.0,-1.0,0,unknown,0
51,management,married,tertiary,no,,no,no,unknown,6.0,jun,90.0,4.0,-1.0,0,unknown,0
32,blue-collar,married,primary,no,1138.0,yes,yes,unknown,6.0,jun,164.0,,-1.0,0,unknown,0
41,services,married,secondary,no,-140.0,no,yes,unknown,6.0,jun,190.0,1.0,-1.0,0,unknown,0
26,management,single,secondary,no,565.0,yes,no,unknown,6.0,jun,582.0,,-1.0,0,unknown,0
38,blue-collar,married,secondary,no,2836.0,no,no,unknown,6.0,jun,116.0,,-1.0,0,unknown,0
36,housemaid,married,primary,no,122.0,no,no,unknown,,jun,78.0,1.0,-1.0,0,unknown,0
39,unknown,single,secondary,no,0.0,no,no,unknown,6.0,jun,188.0,1.0,,0,unknown,0
56,,married,primary,no,444.0,yes,no,unknown,6.0,jun,432.0,1.0,-1.0,0,unknown,0
39,self-employed,married,tertiary,no,1047.0,no,no,unknown,6.0,jun,554.0,1.0,-1.0,0,unknown,1
52,housemaid,married,primary,no,1837.0,no,no,unknown,6.0,jun,,,-1.0,0,unknown,0
30,blue-collar,divorced,primary,no,1.0,yes,no,unknown,6.0,jun,63.0,9.0,-1.0,0,unknown,0
25,management,single,tertiary,no,490.0,yes,no,unknown,6.0,jun,246.0,3.0,-1.0,0,unknown,0
60,retired,married,secondary,no,-1110.0,yes,no,unknown,6.0,jun,143.0,,-1.0,0,unknown,0
38,blue-collar,married,secondary,no,0.0,no,no,unknown,6.0,jun,361.0,1.0,-1.0,0,unknown,0
54,entrepreneur,married,secondary,no,2791.0,no,no,unknown,6.0,jun,94.0,1.0,-1.0,0,unknown,0
40,services,single,secondary,no,546.0,yes,no,unknown,6.0,jun,219.0,1.0,-1.0,0,unknown,0
37,blue-collar,married,primary,no,27.0,no,no,,6.0,jun,80.0,1.0,-1.0,0,unknown,0
43,,married,tertiary,no,5506.0,no,yes,,6.0,jun,141.0,1.0,-1.0,0,,0
39,management,divorced,unknown,no,401.0,no,no,unknown,6.0,jun,126.0,1.0,,0,,0
33,blue-collar,married,primary,no,3704.0,yes,no,unknown,6.0,jun,447.0,2.0,-1.0,0,unknown,0
28,blue-collar,married,secondary,no,708.0,yes,no,unknown,6.0,jun,339.0,5.0,-1.0,0,unknown,0
27,services,single,secondary,no,,yes,no,unknown,6.0,jun,220.0,,-1.0,0,,0
44,management,divorced,tertiary,no,0.0,no,no,unknown,6.0,jun,373.0,1.0,-1.0,0,unknown,0
38,management,married,tertiary,no,,no,yes,unknown,6.0,jun,79.0,,-1.0,0,unknown,0
41,technician,married,secondary,no,118.0,no,no,unknown,6.0,jun,339.0,,-1.0,0,unknown,0
44,admin.,married,secondary,no,248.0,no,no,unknown,6.0,jun,18.0,1.0,-1.0,0,unknown,0
54,management,married,tertiary,no,884.0,yes,no,unknown,6.0,jun,91.0,,-1.0,0,unknown,0
30,technician,single,tertiary,no,799.0,yes,yes,unknown,6.0,jun,91.0,,-1.0,0,unknown,0
39,blue-collar,married,primary,no,0.0,no,no,unknown,6.0,jun,178.0,,,0,unknown,0
51,self-employed,married,primary,no,10.0,no,no,unknown,6.0,jun,513.0,3.0,-1.0,0,unknown,0
38,blue-collar,married,secondary,no,292.0,yes,yes,unknown,6.0,jun,84.0,2.0,-1.0,0,unknown,0
36,management,single,secondary,no,992.0,no,no,unknown,6.0,jun,351.0,1.0,-1.0,0,unknown,0
36,blue-collar,single,secondary,no,1012.0,yes,yes,,6.0,jun,399.0,1.0,-1.0,0,,0
35,management,single,secondary,no,0.0,no,no,unknown,6.0,jun,19.0,,-1.0,0,unknown,0
37,self-employed,single,tertiary,no,984.0,no,no,unknown,6.0,jun,334.0,1.0,,0,unknown,0
50,blue-collar,single,primary,no,1743.0,yes,no,unknown,6.0,jun,49.0,5.0,-1.0,0,unknown,0
38,management,married,secondary,no,794.0,yes,no,unknown,6.0,jun,50.0,3.0,-1.0,0,unknown,0
40,management,single,tertiary,no,383.0,yes,no,unknown,6.0,jun,106.0,,-1.0,0,unknown,0
46,unknown,married,unknown,no,2505.0,no,no,unknown,6.0,jun,135.0,2.0,-1.0,0,unknown,0
39,admin.,married,secondary,no,,no,no,unknown,6.0,jun,101.0,2.0,-1.0,0,,0
48,blue-collar,married,primary,no,72.0,yes,no,unknown,6.0,jun,114.0,,-1.0,0,unknown,0
38,unknown,married,primary,no,0.0,no,no,unknown,6.0,jun,414.0,,-1.0,0,unknown,0
38,blue-collar,single,secondary,no,1230.0,yes,no,unknown,6.0,jun,266.0,,-1.0,0,unknown,0
58,unknown,married,tertiary,no,4150.0,no,no,unknown,6.0,jun,363.0,1.0,-1.0,0,unknown,0
31,technician,single,unknown,no,694.0,yes,no,unknown,6.0,jun,431.0,,-1.0,0,unknown,0
51,management,married,tertiary,no,9796.0,no,yes,unknown,6.0,jun,110.0,1.0,-1.0,0,unknown,0
41,housemaid,divorced,primary,no,9059.0,no,no,unknown,6.0,jun,113.0,1.0,-1.0,0,unknown,0
26,blue-collar,single,secondary,no,940.0,yes,no,unknown,6.0,jun,237.0,,-1.0,0,unknown,0
26,technician,single,secondary,no,639.0,yes,no,unknown,6.0,jun,709.0,5.0,-1.0,0,unknown,1
26,admin.,married,secondary,no,710.0,yes,yes,unknown,6.0,jun,1276.0,2.0,-1.0,0,unknown,1
28,admin.,married,secondary,no,-156.0,yes,no,unknown,6.0,jun,161.0,,-1.0,0,unknown,0
38,blue-collar,married,secondary,no,,no,yes,unknown,6.0,jun,189.0,3.0,-1.0,0,unknown,0
53,management,married,tertiary,no,,no,no,unknown,6.0,jun,29.0,1.0,-1.0,0,unknown,0
56,management,married,tertiary,no,3039.0,no,no,unknown,6.0,jun,420.0,2.0,-1.0,0,unknown,0
27,admin.,single,secondary,no,,yes,no,unknown,,jun,672.0,2.0,-1.0,0,unknown,0
48,blue-collar,divorced,primary,no,0.0,no,no,unknown,6.0,jun,248.0,,-1.0,0,unknown,0
56,unknown,divorced,unknown,no,2152.0,no,no,unknown,6.0,jun,67.0,,,0,unknown,0
37,blue-collar,married,unknown,no,1508.0,no,yes,unknown,6.0,jun,381.0,2.0,-1.0,0,unknown,1
41,blue-collar,married,secondary,no,901.0,yes,no,unknown,6.0,jun,80.0,3.0,-1.0,0,unknown,0
38,blue-collar,married,primary,no,8251.0,no,no,unknown,6.0,jun,,3.0,,0,unknown,0
29,technician,single,secondary,no,778.0,yes,no,unknown,6.0,jun,,2.0,-1.0,0,unknown,0
43,blue-collar,married,secondary,no,101.0,no,no,unknown,6.0,jun,153.0,1.0,-1.0,0,unknown,0
60,housemaid,married,primary,no,161.0,no,no,unknown,6.0,jun,183.0,1.0,-1.0,0,unknown,0
36,admin.,married,secondary,no,4785.0,no,yes,,6.0,jun,250.0,1.0,,0,unknown,0
38,admin.,single,secondary,no,3823.0,no,no,unknown,6.0,jun,81.0,,-1.0,0,unknown,0
40,technician,married,secondary,no,-282.0,yes,no,unknown,6.0,jun,223.0,,-1.0,0,unknown,0
58,entrepreneur,married,primary,no,1657.0,no,no,unknown,6.0,jun,172.0,2.0,,0,unknown,0
