customer_id,disbursed_amount,interest,market,employment,time_employed,householder,income,date_issued,target,loan_purpose,number_open_accounts,date_last_payment,number_credit_lines_12
1424,7178.0,11.3905,B,Dentist,>5 years,MORTGAGE,193060.0,2015-01-09,0,Debt consolidation,23.0,2016-01-19,
1425,9100.0,14.2105,C,Teacher,>5 years,RENT,66500.0,2015-02-01,0,Debt consolidation,16.0,2015-12-03,
1426,14850.0,10.9535,B,Nurse,>5 years,MORTGAGE,129720.0,2015-03-02,0,Debt consolidation,9.0,2015-09-12,
1427,6930.0,7.8866000000000005,A,Civil Servant,>5 years,MORTGAGE,43680.0,2014-10-17,0,Debt consolidation,10.0,2015-12-02,
1428,22776.25,19.7306,E,Taxi driver,>5 years,MORTGAGE,126900.0,2015-11-08,0,Debt consolidation,8.0,2015-12-04,
1429,12288.0,15.9887,D,,,MORTGAGE,48450.0,2014-01-17,0,Debt consolidation,19.0,2015-08-18,
1430,14850.0,7.7322,A,Taxi driver,<=5 years,MORTGAGE,77350.0,2015-04-13,0,Debt consolidation,17.0,2016-01-12,
1431,4850.0,4.841200000000001,A,Nurse,>5 years,MORTGAGE,100372.0,2015-09-10,0,Debt consolidation,10.0,2016-01-12,
1432,7360.0,14.2105,C,Accountant,<=5 years,RENT,63700.0,2015-05-17,0,Debt consolidation,5.0,2015-10-13,
1433,19400.0,11.1507,C,Accountant,<=5 years,RENT,58200.0,2015-12-19,0,Debt consolidation,12.0,2016-01-11,
1434,7175.0,16.6098,D,Dentist,<=5 years,MORTGAGE,68600.0,2014-11-26,0,Home improvements,11.0,2016-01-20,
1435,3680.0,12.1824,C,Taxi driver,<=5 years,RENT,39480.0,2015-02-15,0,Other,6.0,2016-01-04,
1436,10395.0,14.4102,D,Civil Servant,>5 years,RENT,34410.0,2010-01-25,0,Debt consolidation,9.0,2013-02-17,
1437,5400.0,16.4312,D,Software developer,<=5 years,OWNER,14550.0,2015-08-26,0,Other,13.0,2016-01-19,
1438,3800.0,18.544,D,Dentist,<=5 years,RENT,35880.0,2013-10-20,0,Debt consolidation,16.0,2015-07-16,
1439,20900.0,21.49,E,Civil Servant,>5 years,RENT,46500.0,2013-03-20,0,Debt consolidation,7.0,2015-05-13,
1440,15000.0,12.3405,C,Software developer,>5 years,MORTGAGE,100280.0,2014-07-27,0,Debt consolidation,18.0,2015-11-16,
1441,22560.0,6.2784,A,Secretary,<=5 years,MORTGAGE,60400.0,2011-01-21,0,Debt consolidation,8.0,2013-11-24,
1442,11803.75,13.771,C,Bus driver,>5 years,MORTGAGE,47000.0,2015-03-26,0,Debt consolidation,13.0,2016-01-09,
1443,9547.5,15.1417,D,Bus driver,>5 years,OWNER,27440.0,2014-07-20,0,Debt consolidation,12.0,2015-07-05,
1444,3528.0,15.630999999999998,D,Taxi driver,<=5 years,RENT,13650.0,2010-06-13,0,Debt consolidation,5.0,2013-07-26,
1445,4365.0,13.728000000000002,C,Accountant,<=5 years,OWNER,47500.0,2013-09-22,0,Other,7.0,2014-06-15,
1446,26790.0,17.0429,D,Bus driver,>5 years,MORTGAGE,59800.0,2015-03-07,0,Debt consolidation,9.0,2016-01-05,
1447,22912.5,20.2,E,Civil Servant,<=5 years,MORTGAGE,48230.0,2014-07-15,0,Home improvements,9.0,2015-06-25,
1448,4606.0,21.804,E,Taxi driver,>5 years,MORTGAGE,61497.8,2014-02-14,0,Home improvements,17.0,2016-01-08,
1449,10497.5,13.2165,C,Dentist,<=5 years,RENT,40740.0,2014-07-16,0,Debt consolidation,17.0,2016-01-21,
1450,9600.0,16.7808,D,Dentist,<=5 years,OWNER,34410.0,2014-10-20,0,Debt consolidation,15.0,2016-01-24,
1451,11880.0,10.7702,B,Civil Servant,>5 years,MORTGAGE,35640.0,2013-10-07,0,Debt consolidation,9.0,2015-09-08,
1452,24840.0,14.9856,C,Dentist,>5 years,MORTGAGE,64860.0,2014-04-09,0,Debt consolidation,8.0,2014-08-07,
1453,22080.0,9.6903,B,Dentist,>5 years,MORTGAGE,166250.0,2015-05-16,0,Debt consolidation,13.0,2015-09-18,
1454,14400.0,6.7104,A,Software developer,>5 years,RENT,45600.0,2015-01-10,0,Debt consolidation,13.0,2016-01-08,
1455,15840.0,14.673399999999999,D,Other,>5 years,MORTGAGE,40000.0,2015-03-26,0,Debt consolidation,14.0,2016-01-14,
1456,7680.0,11.0292,B,Accountant,<=5 years,RENT,37620.0,2012-08-05,0,Debt consolidation,11.0,2014-12-06,
1457,6840.0,14.3904,C,Bus driver,<=5 years,OWNER,44550.0,2014-08-08,0,Other,18.0,2015-08-14,
1458,25000.0,12.7218,C,Taxi driver,>5 years,RENT,118300.0,2014-10-17,0,Debt consolidation,6.0,2016-01-25,
1459,9500.0,12.055499999999999,C,Statistician,<=5 years,RENT,89345.62,2015-04-12,0,Health,12.0,2015-12-20,
1460,1960.0,9.0783,B,Bus driver,>5 years,MORTGAGE,69120.0,2015-08-09,0,Debt consolidation,9.0,2015-12-22,
1461,2352.0,9.4672,B,Other,<=5 years,MORTGAGE,48000.0,2012-04-19,0,Other,7.0,2014-02-27,
1462,30080.0,13.0272,C,Bus driver,<=5 years,MORTGAGE,230000.0,2014-03-02,0,Debt consolidation,12.0,2016-01-16,
1463,12450.0,16.79,E,Nurse,>5 years,OWNER,57000.0,2015-04-16,0,Debt consolidation,10.0,2016-01-20,
1464,18236.0,8.811,A,Civil Servant,<=5 years,MORTGAGE,54320.0,2013-09-09,0,Debt consolidation,8.0,2016-01-12,
1465,19800.0,16.1271,D,Other,<=5 years,OWNER,76570.13,2014-10-23,0,Debt consolidation,13.0,2015-01-16,
1466,12220.0,14.2051,C,Accountant,<=5 years,MORTGAGE,37440.0,2013-12-24,0,Debt consolidation,13.0,2016-01-17,
1467,11400.0,17.145599999999998,D,Secretary,>5 years,RENT,33250.0,2015-04-10,0,Debt consolidation,11.0,2016-01-25,
1468,2730.0,11.798399999999999,C,,,MORTGAGE,51520.0,2015-04-13,0,Other,18.0,2016-01-07,
1469,24000.0,14.1669,C,Bus driver,<=5 years,MORTGAGE,155100.0,2015-01-10,0,Other,19.0,2016-01-13,
1470,11760.0,17.2186,D,Taxi driver,>5 years,MORTGAGE,65280.0,2015-02-13,0,Home improvements,10.0,2015-12-03,
1471,5520.0,14.47,C,Other,<=5 years,RENT,26040.0,2014-01-19,0,Debt consolidation,15.0,2015-05-06,
1472,7600.0,12.528,B,Nurse,<=5 years,MORTGAGE,47500.0,2013-09-26,0,Debt consolidation,7.0,2016-01-24,
1473,7812.0,7.1148,A,Software developer,>5 years,OWNER,30380.0,2015-08-11,0,Debt consolidation,7.0,2016-01-09,
1474,11160.0,7.0594,A,Bus driver,<=5 years,MORTGAGE,1104000.0,2010-09-11,0,Debt consolidation,13.0,2013-10-13,
1475,10000.0,12.7218,C,Secretary,>5 years,MORTGAGE,62790.0,2014-07-13,0,Other,6.0,2016-01-01,
1476,9200.0,15.326,C,Bus driver,>5 years,MORTGAGE,39200.0,2013-06-04,0,Debt consolidation,12.0,2015-12-05,
1477,14751.0,17.3242,D,,,RENT,38113.76,2014-11-25,0,Debt consolidation,5.0,2015-12-06,
1478,13300.0,7.663,A,Civil Servant,>5 years,RENT,27755.0,2012-05-08,0,Debt consolidation,6.0,2013-08-01,
1479,15510.0,12.6585,B,Civil Servant,>5 years,RENT,46500.0,2013-08-20,0,Debt consolidation,11.0,2014-08-06,
1480,7728.0,15.752799999999999,C,Bus driver,>5 years,RENT,95550.0,2013-12-23,0,Debt consolidation,15.0,2014-10-15,
1481,14400.0,12.3405,C,Bus driver,>5 years,RENT,45000.0,2015-01-06,0,Debt consolidation,4.0,2015-12-25,
1482,15360.0,14.2002,C,Dentist,>5 years,RENT,60490.0,2014-10-24,0,Debt consolidation,14.0,2016-01-03,
1483,10488.0,14.3451,C,Software developer,>5 years,RENT,53360.0,2014-08-27,0,Debt consolidation,19.0,2015-12-08,
1484,5488.0,7.7322,A,Software developer,>5 years,RENT,50600.0,2015-11-07,0,Debt consolidation,10.0,2016-01-27,
1485,15200.0,12.663499999999999,C,Teacher,>5 years,MORTGAGE,78200.0,2015-08-08,0,Debt consolidation,12.0,2015-12-23,
1486,19400.0,17.2088,D,Civil Servant,<=5 years,MORTGAGE,75460.0,2013-07-14,0,Debt consolidation,20.0,2016-01-26,
1487,8125.0,9.7902,B,Secretary,<=5 years,MORTGAGE,50000.0,2015-03-15,0,Debt consolidation,16.0,2015-12-10,
1488,14700.0,11.5479,C,Dentist,>5 years,MORTGAGE,76800.0,2015-05-21,0,Home improvements,10.0,2015-12-02,
1489,8370.0,8.016399999999999,B,Civil Servant,>5 years,RENT,84000.0,2015-07-12,0,Debt consolidation,13.0,2015-12-20,
1490,11280.0,15.9887,D,Nurse,<=5 years,RENT,52848.0,2015-08-24,0,Debt consolidation,49.0,2016-01-25,
1491,17885.0,13.3269,C,Dentist,<=5 years,RENT,45600.0,2012-10-01,0,Debt consolidation,11.0,2013-02-06,
1492,11520.0,7.634900000000001,A,Taxi driver,>5 years,RENT,59400.0,2014-10-15,0,Debt consolidation,6.0,2016-01-12,
1493,19600.0,12.4362,C,Accountant,<=5 years,RENT,58900.0,2015-07-01,0,Debt consolidation,8.0,2015-12-21,
1494,25000.0,9.9655,B,Secretary,<=5 years,RENT,79392.45,2015-01-22,0,Debt consolidation,10.0,2016-01-05,
1495,19716.0,15.453899999999999,D,Bus driver,<=5 years,RENT,50880.0,2015-03-01,0,Debt consolidation,5.0,2015-06-09,
1496,20054.75,15.1417,C,Statistician,>5 years,MORTGAGE,42780.0,2013-09-13,0,Debt consolidation,21.0,2015-12-06,
1497,5225.0,14.852,C,Software developer,>5 years,MORTGAGE,32200.0,2013-06-23,0,Debt consolidation,18.0,2016-01-25,
1498,10961.0,22.9614,E,Civil Servant,>5 years,RENT,45590.0,2014-07-24,0,Debt consolidation,12.0,2015-07-09,
1499,6650.0,10.137400000000001,B,Civil Servant,>5 years,MORTGAGE,36400.0,2012-12-02,0,Debt consolidation,15.0,2013-01-14,
1500,6440.0,13.859300000000001,C,Other,<=5 years,RENT,25743.96,2011-05-23,0,Debt consolidation,6.0,2016-01-09,
1501,13950.0,8.016399999999999,B,Secretary,>5 years,MORTGAGE,78500.0,2015-10-03,0,Debt consolidation,11.0,2015-12-03,
1502,9200.0,6.6132,A,Accountant,<=5 years,RENT,42300.0,2015-03-05,0,Debt consolidation,19.0,2016-01-12,
1503,35000.0,12.3093,C,Other,>5 years,MORTGAGE,184300.0,2015-10-27,0,Debt consolidation,20.0,2015-12-04,
1504,27300.0,14.7108,D,Taxi driver,>5 years,MORTGAGE,169200.0,2014-11-20,0,Debt consolidation,13.0,2016-01-16,
1505,9800.0,13.35,C,Bus driver,<=5 years,OWNER,23660.0,2014-10-24,0,Debt consolidation,14.0,2016-01-21,
1506,12870.0,11.921299999999999,C,Nurse,>5 years,MORTGAGE,41800.0,2015-06-21,0,Debt consolidation,13.0,2016-01-03,
1507,19000.0,18.888299999999997,D,Statistician,>5 years,MORTGAGE,61000.0,2013-08-26,0,Debt consolidation,25.0,2016-01-11,
1508,16320.0,14.3612,C,Secretary,>5 years,OWNER,53940.0,2014-02-24,0,Debt consolidation,9.0,2016-01-27,
1509,7600.0,7.742,A,Other,>5 years,MORTGAGE,64990.0,2013-01-25,0,Car purchase,10.0,2014-10-06,
1510,13650.0,13.11,C,Other,<=5 years,MORTGAGE,100103.64,2010-05-05,0,Debt consolidation,21.0,2011-03-25,
1511,23760.0,12.861600000000001,C,Civil Servant,<=5 years,RENT,52920.0,2014-09-16,0,Debt consolidation,11.0,2016-01-27,
1512,5460.0,10.7229,B,Other,>5 years,RENT,37628.5,2015-03-04,0,Debt consolidation,7.0,2016-01-04,
1513,9000.0,17.3943,D,Taxi driver,>5 years,MORTGAGE,50490.0,2014-02-19,0,Debt consolidation,10.0,2016-01-27,
1514,9800.0,12.3969,C,Teacher,<=5 years,RENT,30080.0,2015-08-01,0,Debt consolidation,14.0,2016-01-23,
1515,15600.0,12.0807,C,Dentist,>5 years,RENT,85500.0,2014-07-26,0,Debt consolidation,10.0,2016-01-10,
1516,4950.0,9.947000000000001,B,Nurse,<=5 years,RENT,54450.0,2014-08-13,0,Health,11.0,2015-01-25,
1517,15360.0,16.79,E,Bus driver,<=5 years,MORTGAGE,82720.0,2015-04-04,0,Other,24.0,2015-12-26,
1518,15856.75,24.854400000000002,E,Other,>5 years,MORTGAGE,43240.0,2015-01-03,0,Home improvements,13.0,2015-06-09,
1519,25000.0,12.1303,C,Dentist,<=5 years,RENT,95125.66,2015-06-18,0,Debt consolidation,13.0,2016-01-22,
1520,11880.0,15.7157,D,Dentist,>5 years,RENT,72800.0,2012-05-27,0,Moving home,13.0,2015-06-08,
1521,23000.0,19.79,E,Teacher,>5 years,MORTGAGE,90992.0,2010-07-23,0,Debt consolidation,10.0,2015-08-11,
1522,7440.0,11.5479,C,Software developer,>5 years,MORTGAGE,58006.0,2015-08-09,0,Debt consolidation,6.0,2016-01-19,
1523,9900.0,7.3152,A,Nurse,>5 years,RENT,33120.0,2014-01-23,0,Debt consolidation,11.0,2016-01-08,
1524,14880.0,17.145599999999998,D,Bus driver,>5 years,MORTGAGE,38000.0,2015-08-05,0,Debt consolidation,12.0,2015-09-27,
1525,11648.0,7.189,A,Nurse,<=5 years,MORTGAGE,79200.0,2012-09-08,0,Debt consolidation,9.0,2015-09-22,
1526,4950.0,15.630799999999999,D,Taxi driver,<=5 years,RENT,52080.0,2014-11-01,0,Other,9.0,2016-01-18,
1527,2037.0,17.5028,D,Secretary,>5 years,RENT,33030.81,2015-12-18,0,Health,11.0,2016-01-06,2.0
1528,2557.5,24.240299999999998,E,Other,>5 years,RENT,59170.0,2014-05-10,0,Other,2.0,2016-01-03,
1529,7280.0,11.5104,C,Dentist,>5 years,RENT,68250.0,2015-12-05,0,Health,7.0,2016-01-10,
1530,18624.0,12.0807,C,Nurse,>5 years,MORTGAGE,60450.0,2014-08-03,0,Debt consolidation,17.0,2016-01-08,
1531,32900.0,11.5104,B,Accountant,>5 years,MORTGAGE,148500.0,2015-01-10,0,Debt consolidation,9.0,2016-01-03,
1532,14250.0,16.4312,D,Teacher,>5 years,RENT,54520.0,2015-11-18,0,Debt consolidation,13.0,2016-01-25,
1533,4410.0,11.8776,B,,,MORTGAGE,14700.0,2013-05-06,0,Home improvements,9.0,2014-10-25,
1534,7896.0,12.860100000000001,C,Bus driver,<=5 years,RENT,38000.0,2014-10-08,0,Debt consolidation,18.0,2016-01-05,
1535,27600.0,11.8655,B,Other,>5 years,MORTGAGE,223100.0,2014-10-15,0,Other,12.0,2015-05-05,
1536,15345.0,12.5764,B,Dentist,<=5 years,MORTGAGE,94000.0,2013-11-17,0,Debt consolidation,12.0,2014-05-08,
1537,18800.0,16.219,D,Dentist,<=5 years,MORTGAGE,54011.43,2015-04-15,0,Debt consolidation,17.0,2015-12-14,
1538,8425.0,13.4304,C,Taxi driver,<=5 years,RENT,49920.0,2015-03-15,0,Debt consolidation,20.0,2015-06-03,
1539,13324.5,21.380699999999997,E,Teacher,<=5 years,MORTGAGE,57000.0,2015-11-26,0,Debt consolidation,14.0,2016-01-23,
1540,20580.0,8.455,A,Teacher,<=5 years,MORTGAGE,100100.0,2013-03-02,0,Debt consolidation,18.0,2014-01-26,
1541,15580.5,19.3248,E,Statistician,<=5 years,RENT,42966.0,2015-05-25,0,Debt consolidation,5.0,2016-01-17,
1542,8275.0,13.4702,C,Civil Servant,>5 years,MORTGAGE,36400.0,2015-11-15,0,Other,9.0,2016-01-02,
1543,23640.0,18.9981,E,Secretary,>5 years,MORTGAGE,54880.0,2015-07-04,0,Debt consolidation,10.0,2016-01-04,
1544,9072.0,15.61,C,Civil Servant,<=5 years,RENT,42780.0,2013-10-23,0,Debt consolidation,5.0,2014-03-05,
1545,6336.0,15.630799999999999,D,Statistician,>5 years,RENT,89300.0,2014-01-27,0,Other,14.0,2015-07-07,
1546,7600.0,14.200800000000001,C,,,RENT,27093.62,2014-03-17,0,Debt consolidation,12.0,2015-09-03,
1547,10670.0,17.155,D,Software developer,>5 years,RENT,70500.0,2014-05-10,0,Debt consolidation,8.0,2015-01-23,
1548,19400.0,15.800699999999999,D,Taxi driver,>5 years,MORTGAGE,63650.0,2015-07-27,0,Debt consolidation,17.0,2016-01-02,
1549,7280.0,10.7229,B,Software developer,<=5 years,RENT,20240.0,2015-10-16,0,Debt consolidation,3.0,2015-12-06,
1550,15000.0,6.934200000000001,A,Secretary,>5 years,OWNER,92150.0,2013-08-01,0,Debt consolidation,9.0,2014-08-02,
1551,13195.0,16.4312,D,Statistician,>5 years,RENT,28420.0,2015-06-27,0,Debt consolidation,4.0,2016-01-23,
1552,19305.0,17.29,E,Nurse,<=5 years,RENT,62560.0,2015-12-07,0,Debt consolidation,7.0,2016-01-04,2.0
1553,4750.0,5.7285,A,,,MORTGAGE,30506.88,2014-10-17,0,Debt consolidation,34.0,2016-01-25,
1554,27900.0,10.8006,B,Software developer,>5 years,MORTGAGE,77350.0,2015-11-01,0,Debt consolidation,11.0,2016-01-13,
1555,4000.0,17.91,E,Civil Servant,<=5 years,MORTGAGE,51975.0,2008-07-12,0,Wedding,21.0,2011-07-07,
1556,4607.5,13.2769,D,Other,<=5 years,RENT,13104.0,2010-04-24,0,Other,4.0,2011-07-06,
1557,23716.5,19.670399999999997,E,Taxi driver,>5 years,MORTGAGE,59400.0,2014-03-13,0,Debt consolidation,11.0,2016-01-20,
1558,22317.75,12.860100000000001,C,Civil Servant,>5 years,MORTGAGE,81480.0,2014-10-20,0,Debt consolidation,18.0,2016-01-17,
1559,16275.0,17.0429,D,Teacher,>5 years,MORTGAGE,56400.0,2014-04-24,0,Debt consolidation,17.0,2015-09-19,
1560,2275.0,13.4664,C,Accountant,<=5 years,RENT,41850.0,2015-12-15,0,Debt consolidation,12.0,2016-01-09,
1561,4812.75,14.3612,D,Taxi driver,<=5 years,RENT,28200.0,2014-07-04,0,Debt consolidation,8.0,2015-12-20,
1562,5170.0,18.6852,D,Statistician,<=5 years,MORTGAGE,54600.0,2013-08-05,0,Other,11.0,2015-12-10,
1563,17640.0,16.6915,D,Teacher,<=5 years,MORTGAGE,77350.0,2014-10-23,0,Debt consolidation,12.0,2016-01-16,
1564,3542.0,16.1116,D,Dentist,>5 years,RENT,36400.0,2014-11-22,0,Debt consolidation,5.0,2015-12-21,
1565,28760.25,7.802700000000001,A,Other,>5 years,MORTGAGE,75050.0,2014-05-07,0,Debt consolidation,6.0,2016-01-08,
1566,16380.0,18.6912,D,,,OWNER,36400.0,2014-03-04,0,Home improvements,15.0,2016-01-23,
1567,9282.0,7.6533,A,Nurse,>5 years,MORTGAGE,90792.0,2015-08-09,0,Debt consolidation,33.0,2016-01-20,
1568,13720.0,13.771,C,Dentist,>5 years,MORTGAGE,31439.408000000003,2015-08-01,0,Debt consolidation,14.0,2016-01-15,
1569,7520.0,7.4955,A,Dentist,<=5 years,RENT,144530.0,2015-09-21,0,Other,13.0,2015-12-04,
1570,10074.0,6.91,A,Civil Servant,>5 years,RENT,42979.3,2010-11-25,0,Debt consolidation,9.0,2013-12-27,
1571,11760.0,16.4406,D,Secretary,>5 years,RENT,85845.0,2011-08-13,1,Home improvements,9.0,2012-10-12,
1572,9300.0,12.870800000000001,C,Nurse,<=5 years,RENT,37600.0,2015-05-04,0,Debt consolidation,4.0,2016-01-07,
1573,5225.0,10.4716,B,Teacher,>5 years,MORTGAGE,50050.0,2013-06-07,0,Home improvements,8.0,2015-12-22,
1574,3040.0,9.0909,B,Accountant,>5 years,MORTGAGE,58000.0,2015-11-16,0,Car purchase,31.0,2016-01-21,
1575,7440.0,7.66,A,Software developer,>5 years,MORTGAGE,67837.92,2011-03-11,0,Home improvements,4.0,2011-07-12,
1576,30341.25,19.7306,E,Secretary,>5 years,MORTGAGE,85540.0,2015-01-23,0,Debt consolidation,15.0,2016-01-26,
1577,4959.5,10.0016,B,Civil Servant,>5 years,MORTGAGE,69006.0,2015-12-10,0,Debt consolidation,7.0,2016-01-13,
1578,9800.0,13.9001,C,Other,<=5 years,MORTGAGE,77600.0,2012-12-20,0,Other,25.0,2013-03-06,
1579,26309.25,12.4306,C,Taxi driver,<=5 years,MORTGAGE,61880.0,2015-01-15,0,Debt consolidation,10.0,2016-01-26,
1580,14400.0,10.4716,B,Nurse,<=5 years,MORTGAGE,49680.0,2013-05-09,0,Debt consolidation,15.0,2015-12-09,
1581,9100.0,7.1155,A,Accountant,>5 years,MORTGAGE,49000.0,2015-01-25,0,Debt consolidation,8.0,2016-01-18,
1582,10000.0,7.2588,A,Nurse,>5 years,OWNER,37310.0,2015-07-19,0,Debt consolidation,10.0,2016-01-05,
1583,10920.0,15.9887,D,Other,<=5 years,MORTGAGE,36800.0,2015-06-16,0,Debt consolidation,14.0,2016-01-23,
1584,9600.0,12.4545,B,Taxi driver,<=5 years,MORTGAGE,60000.0,2013-03-23,0,Debt consolidation,5.0,2015-04-20,
1585,4608.0,12.4397,C,Teacher,>5 years,OWNER,44550.0,2015-12-04,0,Debt consolidation,11.0,2016-01-06,
1586,11508.75,17.8506,E,Taxi driver,>5 years,MORTGAGE,52800.0,2015-12-12,0,Home improvements,13.0,2016-01-26,2.0
1587,24438.75,13.9175,C,Software developer,>5 years,MORTGAGE,53734.08,2015-07-02,0,Debt consolidation,8.0,2016-01-15,
1588,10248.0,7.49,A,Bus driver,>5 years,MORTGAGE,59364.864,2011-04-05,0,Debt consolidation,6.0,2013-08-02,
1589,14400.0,7.1148,A,Teacher,>5 years,RENT,42300.0,2015-08-23,0,Debt consolidation,12.0,2015-12-22,
1590,3040.0,10.9535,B,Civil Servant,<=5 years,RENT,94000.0,2015-09-27,0,Debt consolidation,9.0,2016-01-27,
1591,22540.0,8.0631,B,Secretary,<=5 years,RENT,79430.0,2014-11-07,0,Debt consolidation,29.0,2016-01-08,
1592,27918.0,17.7012,E,Bus driver,<=5 years,RENT,49896.0,2011-03-24,0,Debt consolidation,7.0,2012-05-26,
1593,20564.0,24.4306,E,Accountant,<=5 years,MORTGAGE,87420.0,2013-12-19,0,Debt consolidation,20.0,2014-09-18,
1594,9700.0,7.3377,A,Accountant,<=5 years,OWNER,44640.0,2015-05-08,0,Debt consolidation,7.0,2016-01-01,
1595,28500.0,12.2402,B,Dentist,<=5 years,MORTGAGE,120900.0,2014-11-03,0,Debt consolidation,15.0,2016-01-15,
1596,5520.0,11.6755,C,Nurse,<=5 years,OWNER,40420.0,2015-05-07,0,Debt consolidation,8.0,2015-12-03,
1597,13425.0,9.99,B,Dentist,<=5 years,RENT,51150.0,2013-10-17,0,Debt consolidation,12.0,2016-01-08,
1598,18691.25,20.6208,E,Software developer,<=5 years,MORTGAGE,85140.0,2015-12-27,0,Debt consolidation,9.0,2014-03-17,2.0
1599,10920.0,6.39,A,Software developer,<=5 years,MORTGAGE,97520.0,2015-02-22,0,Debt consolidation,12.0,2015-10-22,
1600,11640.0,14.0553,C,Teacher,>5 years,RENT,79380.0,2014-06-08,0,Debt consolidation,9.0,2016-01-18,
1601,13020.0,16.5158,D,Dentist,<=5 years,RENT,55800.0,2015-02-17,0,Debt consolidation,11.0,2016-01-26,
1602,16296.0,16.8201,D,Software developer,<=5 years,MORTGAGE,73150.0,2013-12-15,0,Debt consolidation,11.0,2016-01-15,
1603,9700.0,12.1671,C,Dentist,<=5 years,MORTGAGE,51520.0,2015-10-06,0,Debt consolidation,10.0,2016-01-23,
1604,11640.0,6.68,A,Taxi driver,>5 years,MORTGAGE,71541.47,2015-02-14,0,Debt consolidation,15.0,2016-01-22,
1605,28800.0,14.697600000000001,C,Software developer,<=5 years,RENT,140000.0,2013-03-25,0,Debt consolidation,10.0,2015-08-12,
1606,3875.0,17.3943,D,,,RENT,19119.6,2014-10-25,0,Debt consolidation,10.0,2015-09-09,
1607,10450.0,6.4356,A,Taxi driver,>5 years,MORTGAGE,77080.0,2015-03-24,0,Debt consolidation,6.0,2016-01-05,
1608,22277.5,7.742,A,Software developer,<=5 years,MORTGAGE,89300.0,2011-09-04,0,Debt consolidation,11.0,2014-04-05,
1609,19200.0,6.5455,A,Secretary,>5 years,MORTGAGE,85560.0,2015-06-06,0,Debt consolidation,20.0,2016-01-05,
1610,7760.0,9.6508,B,Nurse,>5 years,RENT,44100.0,2015-01-18,0,Debt consolidation,9.0,2016-01-02,
1611,7920.0,7.8108,A,Nurse,<=5 years,RENT,60760.0,2011-06-23,0,Debt consolidation,7.0,2014-04-17,
1612,24250.0,6.897,A,Taxi driver,>5 years,RENT,79980.0,2015-06-23,0,Debt consolidation,17.0,2016-01-10,
1613,10192.0,8.2353,A,,,RENT,19860.48,2011-09-23,0,Debt consolidation,6.0,2014-09-26,
1614,19110.0,11.990400000000001,B,Taxi driver,>5 years,OWNER,44420.52,2014-10-20,0,Debt consolidation,8.0,2016-01-19,
1615,16380.0,14.9856,D,Statistician,<=5 years,RENT,39600.0,2015-03-18,0,Debt consolidation,11.0,2015-12-15,
1616,10920.0,10.7229,B,Nurse,<=5 years,RENT,76800.0,2015-03-18,0,Debt consolidation,4.0,2015-12-26,
1617,28200.0,13.1506,C,Dentist,>5 years,OWNER,55800.0,2015-09-07,0,Debt consolidation,10.0,2016-01-25,
1618,10395.0,8.9931,B,Dentist,>5 years,MORTGAGE,61750.0,2014-01-01,0,Other,8.0,2016-01-23,
1619,14250.0,7.6892,B,Taxi driver,>5 years,MORTGAGE,79900.0,2015-07-06,0,Debt consolidation,8.0,2016-01-22,
1620,9776.0,16.4241,D,,,OWNER,40320.0,2014-02-19,0,Debt consolidation,10.0,2014-07-13,
1621,32900.0,13.33,C,Software developer,<=5 years,MORTGAGE,126100.0,2015-07-04,0,Debt consolidation,10.0,2016-01-15,
1622,6720.0,8.4966,B,Bus driver,<=5 years,RENT,46000.0,2014-11-09,0,Debt consolidation,11.0,2016-01-20,
1623,25920.0,10.110800000000001,B,Secretary,>5 years,MORTGAGE,62040.0,2015-03-27,0,Debt consolidation,6.0,2016-01-09,
1624,9775.0,11.1507,B,Bus driver,>5 years,MORTGAGE,54000.0,2013-10-16,0,Debt consolidation,9.0,2016-01-17,
1625,20000.0,11.5533,B,Taxi driver,<=5 years,RENT,64610.0,2014-07-02,0,Debt consolidation,6.0,2016-01-15,
1626,16100.0,12.3234,B,Accountant,<=5 years,MORTGAGE,59150.0,2012-12-20,0,Debt consolidation,9.0,2016-01-27,
1627,17100.0,11.124500000000001,B,Civil Servant,<=5 years,MORTGAGE,48360.0,2011-12-24,0,Home improvements,11.0,2014-12-12,
1628,33950.0,10.4923,B,Nurse,<=5 years,MORTGAGE,141000.0,2015-06-19,0,Debt consolidation,26.0,2015-09-22,
1629,2820.0,11.429699999999999,C,Civil Servant,>5 years,RENT,55200.0,2015-08-04,0,Debt consolidation,7.0,2016-01-21,
1630,26235.0,6.934200000000001,A,Accountant,<=5 years,RENT,58200.0,2013-06-27,0,Debt consolidation,9.0,2014-01-10,
1631,4508.0,11.7406,B,Dentist,<=5 years,MORTGAGE,39330.2,2014-05-27,0,Debt consolidation,8.0,2015-01-22,
1632,5640.0,6.03,A,Secretary,<=5 years,MORTGAGE,114000.0,2015-01-17,0,Debt consolidation,7.0,2016-01-25,
1633,9900.0,10.4405,B,Accountant,<=5 years,RENT,34300.0,2015-05-19,0,Debt consolidation,6.0,2015-12-19,
1634,18630.0,16.6075,E,Secretary,>5 years,RENT,48279.0,2015-03-12,0,Debt consolidation,11.0,2016-01-10,
1635,15000.0,12.5631,C,Statistician,<=5 years,MORTGAGE,63050.0,2015-06-15,0,Debt consolidation,7.0,2016-01-22,
1636,22750.0,6.4308000000000005,A,Nurse,>5 years,MORTGAGE,105600.0,2015-02-27,0,Debt consolidation,15.0,2016-01-26,
